request_id,request_time,pickup_x,pickup_y,dest_x,dest_y,car_type,status,match_time,pickup_time,dropoff_time,driver_id
1,0,14.518985749545962,18.153072419026415,14.895654485547084,1.1751779279731145,economy,completed,0.0,3.1751219845097083,14.496503539112362,2
2,3,17.07886014369744,4.896639559380338,17.611635187325597,8.458352967793921,premium,completed,3.0,4.4849588930809325,6.8858523981268345,14
3,7,0.5068942965380208,14.58847014883608,5.113801081148852,16.267087748045515,economy,completed,7.0,10.030858559600723,13.299656990996779,17
4,9,19.800030924056024,3.028402175131031,6.884020110735893,12.30478966649715,premium,completed,9.0,12.902901570841893,23.5042578828066,14
5,14,15.113243073501286,17.248915526508558,9.455590241966254,4.510551406957752,economy,completed,14.0,18.09640828609714,27.38857837122044,9
6,18,7.859051002103348,10.296053935283542,19.194623729743217,5.18192846504411,economy,completed,18.0,20.221576712066568,28.51211987585571,5
7,27,18.682606373936135,19.890504665190065,8.893949102393934,5.015615236823143,economy,completed,27.0,33.27574337850966,45.14690632230582,7
8,28,5.132185769760699,8.460338455250431,0.0964956210725676,0.7099882341552921,economy,completed,28.0,31.10612340502245,37.26787293374936,6
9,30,3.6352015660085057,4.630508587542817,10.41472728095795,9.288062222876805,economy,completed,30.0,32.447575763150276,37.93107727164215,8
10,31,19.262333096584754,14.578620911550486,10.230026844340953,11.621526120803189,economy,completed,31.0,36.14299693003557,42.47903024349272,3
11,36,18.429006951837387,12.210206742060606,19.670421471066376,7.444534198682682,economy,completed,36.0,40.71323736770729,43.99637575780897,5
12,37,16.812233742376815,13.45143509289532,9.028469184039647,8.213487511470138,economy,completed,37.0,41.31408549074868,47.568793426567325,19
13,43,3.8471825593364772,11.431054826586617,9.264487644980148,15.071610114714368,economy,completed,43.0,46.332769078724674,50.684056867509135,17
14,47,13.853050933092991,0.49337545308202113,15.544238692995973,14.470365599662593,economy,completed,47.0,47.83049564380622,57.21645133650313,2
15,50,9.551190841130436,19.093936939226616,18.64107720436477,16.72011147144788,economy,completed,50.0,55.00212140589909,61.26527934021762,3
16,55,1.9189462171733163,7.121144559403416,2.9300209591246285,8.335360869497775,economy,completed,55.0,59.443434687616076,60.496808817946494,6
17,55,17.910007041894605,19.77274057415285,2.570300098346867,5.927650390653916,economy,completed,55.0,61.56067859766162,75.33655334388446,17
18,56,10.47989536627953,2.241405271890482,18.99877443445605,15.115546051220578,economy,completed,56.0,57.54579059070164,67.83742260433779,16
19,58,9.218819282559439,14.064624195463516,19.902660751127183,15.656314755132453,economy,completed,58.0,61.282664244420644,68.48383536409052,8
20,63,9.649166505627353,8.098293580669388,18.733398379705175,14.107850737561058,economy,completed,63.0,63.420864088233024,70.68227031763696,19
21,64,13.169700515480853,15.232177498888973,4.499977608450427,12.424980579000069,economy,completed,64.0,65.66249998179178,71.73774848449965,2
22,65,9.29097615533669,14.231529668973867,13.001700666154743,16.321398033861797,economy,completed,65.0,70.7822163194145,73.62138882622742,6
23,65,14.58927267331891,12.128879038361555,17.693594541041378,2.0091476127481678,premium,completed,65.0,70.13817354502478,77.19495211081896,14
24,66,11.724548873338502,3.829888476402108,2.7574625623947813,12.246474128767238,economy,completed,66.0,67.57923684746937,75.7780863860466,9
25,71,9.708462585980623,16.743829946084027,15.093391774827467,9.700009066601803,economy,completed,71.0,76.95509740517817,82.86602419662408,3
26,77,15.687519609589767,8.089818992509377,15.748445813869994,17.28048201196843,economy,completed,77.0,79.68989051435992,85.81713382199365,5
27,84,7.646583104775289,8.856009573402275,6.168608888727116,12.981304844228074,economy,completed,84.0,86.69192624898514,89.61330102845692,7
28,86,6.083386143104292,12.926165453851482,13.06818882268226,7.8593312975890495,premium,completed,86.0,88.38674101747979,94.13943224621815,12
29,88,17.018821708789215,15.957297608952274,6.161585605289206,4.658276431200119,economy,completed,88.0,89.22286946314841,99.66950539976426,5
30,91,7.584281989424994,7.292067589419576,1.5477112434377527,9.147604012891694,economy,completed,91.0,94.46420737744322,98.67441728459568,17
31,94,18.592844199096298,6.524532908049945,4.756837557090845,3.7909240651618403,economy,in_trip,94.0,97.15029565478488,106.55260499530887,3
32,94,7.121958306468208,15.90195270409897,16.170727394610612,12.658133265079014,economy,in_trip,94.0,96.04820344407003,102.45662105299954,7
33,95,18.51851844714545,10.052126434573163,18.975642222238594,14.851198106918442,premium,in_trip,95.0,98.91659963222534,102.13046204109396,12
34,96,12.449724024086198,13.413158665995162,7.903555703759173,3.495484479952151,van,in_trip,96.0,98.47420815860505,105.74753561528611,10
35,96,9.532680226519329,17.871301311778318,19.213389959784458,2.5411146831497455,economy,in_trip,96.0,98.53300901270535,110.62029825955592,6
36,96,7.183495920455007,18.35288642025048,15.231218733155123,8.72855797534972,economy,in_trip,96.0,100.33801481446139,108.70178696942645,2
37,98,12.756120249733344,3.0115718185635676,18.523550703890827,1.900908197569262,economy,in_trip,98.0,102.31955621998743,106.23515622921227,1
