request_id,request_time,pickup_x,pickup_y,dest_x,dest_y,car_type,status,match_time,pickup_time,dropoff_time,driver_id
1,0,11.995256175932013,0.6275552435063547,8.158722712339816,12.20934245934683,economy,completed,0.0,4.574686634527878,12.708478537727999,1
2,0,17.355580678554446,6.276610398321834,17.93319282855203,7.5557847882436535,economy,completed,0.0,1.5692183941908049,2.5049113437460626,18
3,0,12.877774367754537,11.91300476803941,12.40252270890524,18.812425108479264,economy,completed,0.0,2.30760139954805,6.918114274046658,4
4,0,14.406225042882767,4.752712389295681,19.555946328972706,10.42254586562412,economy,completed,0.0,4.708095147893073,9.814371937784006,12
5,2,12.315958826125135,12.643610705922308,12.54682218021912,9.325008593934157,economy,completed,2.0,4.396283235139801,6.6140316294408255,11
6,4,13.520406189747536,19.266111607725147,9.126242592727586,11.853437513329784,economy,completed,4.0,5.728392739545792,11.473203381318086,19
7,4,6.253413223938216,7.383079505539081,6.008079467311786,7.543206826578337,premium,completed,4.0,9.778197964089625,9.973509010694942,2
8,6,16.076153407898268,4.773903537956839,8.70468641065642,13.961328133496998,economy,completed,6.0,8.22984391088598,16.08258006220892,18
9,6,6.675073008973507,16.670777831146175,17.11070387969773,3.3856846511286998,economy,completed,6.0,7.635251582466611,18.897698375469734,16
10,7,2.4183864942057287,10.592552566167866,16.135544752509148,16.76952758056451,economy,completed,7.0,9.713689175112728,19.742878818057125,20
11,7,16.144528363339074,12.838745129933063,6.905656097751967,2.593782755922136,economy,completed,7.0,9.481201900318077,18.67820660075625,14
12,8,8.33811391746979,8.395423675825038,18.412247659752612,3.119957178767183,economy,completed,8.0,10.873430266030127,18.45465612465927,11
13,9,18.54754428822677,4.441814725446425,16.733973585572905,13.259744010569815,economy,completed,9.0,18.114949035595174,24.116612344710635,15
14,9,6.82137428070666,4.5493267270223985,11.773554380381723,5.740223544835494,premium,completed,9.0,17.05703685711422,20.452610640752436,5
15,9,18.072185636006843,13.874112145945096,17.93134329968097,17.99349672047596,economy,completed,9.0,14.012518223757764,16.76037927770779,4
16,11,13.257922086096563,10.499282708316498,18.780849265021796,12.24327819251825,economy,completed,11.0,15.198994477881687,19.060154054579233,12
