request_id,request_time,pickup_x,pickup_y,dest_x,dest_y,car_type,status,match_time,pickup_time,dropoff_time,driver_id
1,0,19.04934776536539,11.555896156024062,5.385589548828424,10.959926189324978,van,completed,0.0,10.476790111963492,19.594622914924432,20
2,0,15.673104652307796,16.40971823850964,14.810068236663927,16.182798017449592,economy,completed,0.0,1.1379410929072171,1.7328545848269743,1
3,0,8.521813593763003,1.1224659504148082,11.399986677527604,3.9967884035428614,economy,completed,0.0,0.3649671762188665,3.0767201856750583,7
4,1,12.469789055950102,12.249049295654512,0.5594996816768472,4.592100625540478,economy,completed,1.0,1.978365762891928,11.417853882622136,10
5,1,17.220177217066496,15.968778811548521,16.32874741121382,5.105880801746119,premium,completed,1.0,6.825776205840577,14.092051432916277,2
6,2,0.29119949849624627,15.111735505043963,2.1897725458871875,12.496041683049526,economy,completed,2.0,3.084735264229841,5.239464820521116,3
7,4,5.458288736373602,14.231798543705459,6.440035327746518,9.475420283405578,economy,completed,4.0,5.212864071480378,8.450624650421435,15
8,5,17.996370007120404,10.202319618573528,12.11297280068033,16.340793367557737,economy,completed,5.0,5.7178449477567765,11.386284774482181,14
9,5,2.92923480798692,14.376709455235797,14.09211255704005,13.56351590553895,economy,completed,5.0,9.490246103842367,16.951884988149935,18
10,6,12.970128361985127,7.897960197165991,6.4249161869025055,12.61895722542694,economy,completed,6.0,7.254527944210821,12.634640101558823,13
11,6,19.358066203017785,17.510684884703185,17.170288127131187,6.207272547062681,van,completed,20.0,30.2879118567362,37.963370681502994,20
12,6,8.32344525530051,5.047162045596707,17.574357964176933,0.7583306119716116,premium,completed,6.0,9.427739742599618,16.22556491812621,17
13,7,19.475504723193833,14.080462846601428,7.559376686872161,6.938617691252434,economy,completed,7.0,9.6593557290565,18.920986485414048,5
14,7,8.659002422006326,3.882372899703792,13.319150565573652,5.921453461663031,economy,completed,7.0,7.986124188421213,11.377278056823465,8
15,8,6.55481410192535,19.74099435856052,6.781912957018674,4.260595927616276,economy,completed,8.0,10.919667789153504,21.241043870337116,6
16,8,18.643749437872547,6.8769962958163955,13.742203643073147,9.689974452249881,van,canceled,,,,
17,8,14.509303724825449,1.693604608329684,18.21975567016136,4.259363899828483,premium,completed,8.0,18.777408047518506,21.784848774231683,4
18,9,17.348396471738056,12.079650577834224,17.745302094339255,2.706919547909059,economy,completed,9.0,12.216549506688231,18.47063691795863,1
19,9,0.7827559719382116,1.4638683766469707,15.762328974504527,16.57011942938227,economy,completed,9.0,15.306283621714208,29.489002812608767,9
20,9,15.638072032655096,7.5607925767677475,4.474281454975384,1.6348652470478742,economy,completed,9.0,12.583087452368114,21.009153749003445,11
21,10,16.555363132914593,0.24763488973333248,1.8336624523303557,2.302049968558546,premium,completed,15.0,18.242352234406436,28.151923191478836,2
22,10,4.792667297350186,19.763169972120654,2.311163611845466,3.3476687492266355,economy,completed,10.0,15.146140502335985,26.21414325180375,3
23,10,2.056682919726196,18.215288365586666,19.40528073056421,18.184454563014224,economy,completed,10.0,16.518318543469977,28.08406868440275,15
24,10,9.540201919445357,2.0025828790090405,0.7924042682740895,0.21012303037344582,van,canceled,,,,
25,11,1.2592958009529065,18.26784034331881,19.395930089929397,2.227246202537838,economy,completed,11.0,18.058892556903928,34.20046295718592,16
26,11,19.59905771780154,10.858263949694312,13.236688577506985,5.1817198370729,economy,completed,11.0,17.353950214461015,23.038349689824727,12
27,12,5.61573447129351,19.66753434438805,13.04021069025341,12.869321605396832,van,canceled,,,,
28,13,6.334702937712042,16.9426953165243,6.056186593450326,6.686668113015237,economy,completed,13.0,15.883119414857283,22.72299158238072,13
29,14,4.875185996558315,1.4465506774282177,1.418327350790689,1.5025958450904597,economy,completed,14.0,17.560251729210183,19.865127021824772,10
30,14,15.843695157645847,9.86522085500276,3.083591923256881,10.028591718933866,premium,completed,17.0,23.1799188649304,31.68735155226512,17
31,16,16.43100289487029,6.3956800558601135,10.287165021104984,18.38713878421376,economy,completed,16.0,18.098519666812,27.081016875963236,8
32,16,2.8336129405338983,18.20963348785468,6.321373555217658,18.06176567428225,premium,completed,22.0,35.84587238413715,38.173134867125356,4
33,17,3.1579388750432114,14.296489039376226,5.051728155877669,1.288283866953226,van,canceled,,,,
34,17,10.985398627850385,10.827553039699612,9.066193552444357,7.914208894415349,economy,completed,17.0,19.75980387717621,22.085593800843853,18
35,17,0.4881700565020841,12.928776880001937,11.412072631554452,1.2464326160704209,economy,completed,17.0,25.07679516619217,35.73947806748133,14
36,17,2.5025803057098073,5.1822593783165605,7.955946261297456,8.021643038418027,economy,completed,17.0,22.984022488716462,27.082873266126235,7
37,18,10.017992391144531,12.976791846817067,13.730262613164012,14.628438983221436,economy,completed,18.0,23.21174432631835,25.920486425890303,19
38,19,11.208148689759781,18.138790090116967,5.504507269315981,12.928303512851771,economy,completed,19.0,26.853022033822914,32.00324083499429,5
